RespondentId,Party,Gender,AgeGroup,Region,SocialGroup,PastVote,Brexit
947,Undecided,Female,18-34,Wales,DE,Did not vote,Leave
948,Undecided,Male,45-54,Midlands,DE,Did not vote,Remain
949,Undecided,Male,55-64,Wales,AB,Did not vote,Leave
950,Undecided,Male,55-64,Wales,DE,Did not vote,Remain
951,Undecided,Male,35-44,Wales,DE,Did not vote,Leave
952,Undecided,Female,18-34,Midlands,DE,Did not vote,Remain
953,Undecided,Female,18-34,Midlands,DE,Did not vote,Remain
954,Undecided,Male,45-54,North,AB,Did not vote,Remain
955,Undecided,Male,45-54,North,DE,Did not vote,Remain
956,Undecided,Male,18-34,Wales,AB,Did not vote,Remain
957,Undecided,Female,18-34,Midlands,C2,Did not vote,Remain
958,Undecided,Female,55-64,South,DE,Did not vote,Did not vote
959,Undecided,Female,45-54,North,DE,Did not vote,Did not vote
960,Undecided,Male,65+,South,AB,Did not vote,Did not vote
961,Undecided,Female,18-34,North,C2,Did not vote,Did not vote
962,Undecided,Female,35-44,Wales,DE,Did not vote,Did not vote
963,Undecided,Female,18-34,Wales,DE,Did not vote,Did not vote
964,Undecided,Female,35-44,South,AB,Did not vote,Did not vote
965,Undecided,Female,45-54,Wales,DE,Did not vote,Did not vote
966,Undecided,Male,65+,Midlands,C2,Did not vote,Did not vote
967,Undecided,Male,65+,North,C2,Did not vote,Did not vote
968,Undecided,Male,45-54,Wales,AB,Did not vote,Did not vote
969,Undecided,Male,18-34,Wales,AB,Did not vote,Did not vote
970,Undecided,Female,45-54,South,DE,Did not vote,Did not vote
971,Undecided,Male,45-54,Midlands,C2,Did not vote,Did not vote
972,Undecided,Male,65+,South,AB,Did not vote,Did not vote
973,Undecided,Female,35-44,South,DE,Did not vote,Did not vote
974,Undecided,Female,35-44,Midlands,AB,Did not vote,Did not vote
975,Undecided,Male,18-34,Midlands,AB,Did not vote,Did not vote
976,Undecided,Female,65+,Wales,DE,Did not vote,Did not vote
977,Undecided,Male,18-34,South,AB,Did not vote,Did not vote
978,Undecided,Female,35-44,Wales,C2,Did not vote,Did not vote
979,Undecided,Female,65+,North,AB,Did not vote,Did not vote
980,Undecided,Female,65+,Wales,DE,Did not vote,Did not vote
981,Undecided,Female,18-34,Wales,C2,Did not vote,Did not vote
982,Undecided,Female,18-34,Wales,C2,Did not vote,Did not vote
983,Undecided,Female,18-34,North,DE,Did not vote,Did not vote
984,Undecided,Female,18-34,North,DE,Did not vote,Did not vote
985,Undecided,Female,35-44,South,DE,Did not vote,Did not vote
986,Undecided,Female,18-34,North,C2,Did not vote,Did not vote
987,Undecided,Female,65+,South,DE,Did not vote,Did not vote
988,Undecided,Female,18-34,North,C2,Did not vote,Did not vote
989,Undecided,Female,18-34,North,C2,Did not vote,Did not vote
990,Undecided,Female,18-34,South,C2,Did not vote,Did not vote
991,Undecided,Female,35-44,South,C2,Did not vote,Did not vote
992,Undecided,Female,65+,Wales,DE,Did not vote,Did not vote
993,Undecided,Female,65+,Wales,DE,Did not vote,Did not vote
994,Undecided,Female,18-34,North,DE,Did not vote,Did not vote
995,Undecided,Female,18-34,Wales,DE,Did not vote,Did not vote
996,Refused,Male,55-64,North,C1,Labour,Leave
997,Refused,Female,18-34,Midlands,AB,Other,Remain
998,Refused,Female,45-54,Scotland,AB,Conservative,Remain
